run_id,architecture,observation_id,sequence,entity_id,monitor_family,monitor_contract_version,route,route_reason,compatibility,sentinel_id,sentinel_version,llm_called,provider,model,input_tokens,output_tokens,measured_cost_usd,model_latency_ms,total_latency_ms,expected_action,actual_action,expected_label,actual_label,decision_correct,false_positive,false_negative,stale_reuse,duplicate_action,workload_hash,contract_fingerprint
ch10-20260922T120041Z-8e2e69fa,naive,obs-011,11,sup-001,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-012,12,cus-002,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-013,13,inv-003,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,weather,weather,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-014,14,shi-004,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-015,15,ord-005,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-016,16,inv-001,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-017,17,sup-002,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-018,18,cus-003,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-019,19,inv-004,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,customs,customs,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-020,20,shi-005,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-021,21,ord-001,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-022,22,inv-002,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-023,23,sup-003,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-024,24,cus-004,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-025,25,inv-005,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,damage,damage,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-026,26,shi-001,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-027,27,ord-002,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-028,28,inv-003,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-029,29,sup-004,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-030,30,cus-005,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-031,31,inv-001,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,policy_exception,policy_exception,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-032,32,shi-002,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-033,33,ord-003,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-034,34,inv-004,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-035,35,sup-005,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-036,36,cus-001,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-037,37,inv-002,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,weather,weather,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-038,38,shi-003,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-039,39,ord-004,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-040,40,inv-005,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-041,41,sup-001,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-042,42,cus-002,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-043,43,inv-003,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,customs,customs,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-044,44,shi-004,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-045,45,ord-005,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-046,46,inv-001,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-047,47,sup-002,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-048,48,cus-003,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-049,49,inv-004,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,damage,damage,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-050,50,shi-005,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-051,51,ord-001,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-052,52,inv-002,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-053,53,sup-003,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-054,54,cus-004,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-055,55,inv-005,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,policy_exception,policy_exception,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
ch10-20260922T120041Z-8e2e69fa,naive,obs-056,56,shi-001,shipment_exception,V1,naive_reuse,unchecked_cached_rule,unchecked,shipment_exception-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,e3b969b82f843fe90ceb782a612aaeab12a39e0a7f8c32b1ee7e44279ca8c7d9
ch10-20260922T120041Z-8e2e69fa,naive,obs-057,57,ord-002,order_sla,V1,naive_reuse,unchecked_cached_rule,unchecked,order_sla-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,a5e48545fc3415e369f1ced1e9b39ec74eebf849c3b49c9c1ea630b910b317a1
ch10-20260922T120041Z-8e2e69fa,naive,obs-058,58,inv-003,invoice_risk,V1,naive_reuse,unchecked_cached_rule,unchecked,invoice_risk-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,c85dbcc3cf67d514977990dbef4692f9e815b517d1e1e613e3b54f40e7d26c87
ch10-20260922T120041Z-8e2e69fa,naive,obs-059,59,sup-004,supplier_performance,V1,naive_reuse,unchecked_cached_rule,unchecked,supplier_performance-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,8fce2f56c6a0b1371782a6e4bbd80cd9391512c45a334ea74f0cb133ce692643
ch10-20260922T120041Z-8e2e69fa,naive,obs-060,60,cus-005,customer_account,V1,naive_reuse,unchecked_cached_rule,unchecked,customer_account-sentinel,1,False,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,no_action,no_action,,,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,22eb3829dd7bad6ba347b18c95d95c632869804036ee508d85b4a9745455d84d
ch10-20260922T120041Z-8e2e69fa,naive,obs-061,61,inv-001,inventory_risk,V1,reasoning_required,coarse_escalation,unchecked,inventory_risk-sentinel,1,True,mock,deterministic-ground-truth-adapter,0,0,0.0,0.0,0.0,reasoning_action,reasoning_action,weather,weather,True,False,False,False,False,eb4b617f26494106d8b63ee43463191ae5e3b2965b75175d0ed745f65538797e,192d00df6b488aecec63e6b993dc603cbdf1da5dc1a32051ce726515dda56404
